web_scraper_order,web_scraper_start_url,price,price2,price3,price4,price5,data,data2,data3,data4,data5,data6,data7,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,data8,data9,data10,data11,price16,price17,price18,price19,image,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,image16,image17,image18,image19,image20
"1771951476-47","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Produživi sto, providno/hromirano, 75/115x70 cm","Produživi sto, providno/hromirano, 75/115x70 cm","Produživi sto, providno/hromirano, 75/115x70 cm","31.999","Cena 31999RSD","","","","","","","","GLIVARP","GLIVARP","(11)","(11)","(11)","(11)","(11)","(11)","(11)","(11)","","","","","Produživi sto, providno/hromirano, 75/115x70 cm","Produživi sto, providno/hromirano, 75/115x70 cm","Produživi sto, providno/hromirano, 75/115x70 cm","Produživi sto, providno/hromirano, 75/115x70 cm","","","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/glivarp-produzivi-sto-providno-hromirano__0737087_pe740882_s5.jpg?f=xxs",""
"1771951476-48","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Set stočića, 2 kom., siva/im. orahovine","Set stočića, 2 kom., siva/im. orahovine","Set stočića, 2 kom., siva/im. orahovine","6.999","Cena 6999RSD","","","","","","","","SONHULT","SONHULT","(84)","(84)","(84)","(84)","(84)","(84)","(84)","(84)","SONHULT","Još opcijaSONHULT","SONHULT","Još opcijaSONHULT","Set stočića, 2 kom., siva/im. orahovine","Set stočića, 2 kom., siva/im. orahovine","Set stočića, 2 kom., siva/im. orahovine","Set stočića, 2 kom., siva/im. orahovine","","","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/sonhult-set-stocica-2-kom-siva-im-orahovine__1329101_pe945076_s5.jpg?f=xu"
"1771951476-49","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, svetla sivobež/ukosnica Crnosiva, 140x80 cm","Sto, svetla sivobež/ukosnica Crnosiva, 140x80 cm","Sto, svetla sivobež/ukosnica Crnosiva, 140x80 cm","12.999","Cena 12999RSD","","","","","","","","SKÅLSTA","SKÅLSTA","(2)","(2)","(2)","(2)","(2)","(2)","(2)","(2)","","","","","Sto, svetla sivobež/ukosnica Crnosiva, 140x80 cm","Sto, svetla sivobež/ukosnica Crnosiva, 140x80 cm","Sto, svetla sivobež/ukosnica Crnosiva, 140x80 cm","Sto, svetla sivobež/ukosnica Crnosiva, 140x80 cm","","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skalsta-sto-svetla-sivobez-ukosnica-crnosiva__1486609_pe1002467_s5.jpg?f=xxs",""
"1771951476-50","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, bela, 80x60 cm","Sto, bela, 80x60 cm","Sto, bela, 80x60 cm","12.999","Cena 12999RSD","","","","","","Opcija: NÄSINGE, Sto, bela, 80x60 cm","","NÄSINGE","NÄSINGE","(26)","(26)","(26)","(26)","(26)","(26)","(26)","(26)","NÄSINGE","Još opcijaNÄSINGE","NÄSINGE","Još opcijaNÄSINGE","Sto, bela, 80x60 cm","Sto, bela, 80x60 cm","Sto, bela, 80x60 cm","Sto, bela, 80x60 cm","","","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/naesinge-sto-bela__1393639_pe966302_s5.jpg?f=xu"
"1771951476-51","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Noćni stočić, crna, 45x35 cm","Noćni stočić, crna, 45x35 cm","Noćni stočić, crna, 45x35 cm","4.499","Cena 4499RSD","","","","","","","","SETSKOG","SETSKOG","(160)","(160)","(160)","(160)","(160)","(160)","(160)","(160)","","","","","Noćni stočić, crna, 45x35 cm","Noćni stočić, crna, 45x35 cm","Noćni stočić, crna, 45x35 cm","Noćni stočić, crna, 45x35 cm","","","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/setskog-nocni-stocic-crna__0624431_pe691838_s5.jpg?f=xxs",""
"1771951476-52","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Set stočića, 2 kom., crnosmeđa/staklo, 90x50 cm","Set stočića, 2 kom., crnosmeđa/staklo, 90x50 cm","Set stočića, 2 kom., crnosmeđa/staklo, 90x50 cm","5.999","Cena 5999RSD","","","","","","","","VITTSJÖ","VITTSJÖ","(692)","(692)","(692)","(692)","(692)","(692)","(692)","(692)","VITTSJÖ","Još opcijaVITTSJÖ","VITTSJÖ","Još opcijaVITTSJÖ","Set stočića, 2 kom., crnosmeđa/staklo, 90x50 cm","Set stočića, 2 kom., crnosmeđa/staklo, 90x50 cm","Set stočića, 2 kom., crnosmeđa/staklo, 90x50 cm","Set stočića, 2 kom., crnosmeđa/staklo, 90x50 cm","","","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vittsjoe-set-stocica-2-kom-crnosmeda-staklo__1419821_pe977132_s5.jpg?f=xu"
"1771951476-53","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sklopivi sto, crna, 67x67 cm","Sklopivi sto, crna, 67x67 cm","Sklopivi sto, crna, 67x67 cm","3.499","Cena 3499RSD","","","","","","","","GUNDE","GUNDE","(104)","(104)","(104)","(104)","(104)","(104)","(104)","(104)","","","","","Sklopivi sto, crna, 67x67 cm","Sklopivi sto, crna, 67x67 cm","Sklopivi sto, crna, 67x67 cm","Sklopivi sto, crna, 67x67 cm","","","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gunde-sklopivi-sto-crna__1300756_pe937177_s5.jpg?f=xxs",""
"1771951476-54","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Produživi sto, bela, 84/120x74 cm","Produživi sto, bela, 84/120x74 cm","Produživi sto, bela, 84/120x74 cm","9.999","Cena 9999RSD","","","","","","","","VIHALS","VIHALS","(63)","(63)","(63)","(63)","(63)","(63)","(63)","(63)","","","","","Produživi sto, bela, 84/120x74 cm","Produživi sto, bela, 84/120x74 cm","Produživi sto, bela, 84/120x74 cm","Produživi sto, bela, 84/120x74 cm","","","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/vihals-produzivi-sto-bela__1370484_pe958738_s5.jpg?f=xxs",""
"1771951476-55","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Noćni stočić, bambus/bela, 39x39x56 cm","Noćni stočić, bambus/bela, 39x39x56 cm","Noćni stočić, bambus/bela, 39x39x56 cm","3.499","Cena 3499RSD","","","","","","","","GILLERSBERG","GILLERSBERG","(10)","(10)","(10)","(10)","(10)","(10)","(10)","(10)","","","","","Noćni stočić, bambus/bela, 39x39x56 cm","Noćni stočić, bambus/bela, 39x39x56 cm","Noćni stočić, bambus/bela, 39x39x56 cm","Noćni stočić, bambus/bela, 39x39x56 cm","","","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/gillersberg-nocni-stocic-bambus-bela__1481576_pe1000558_s5.jpg?f=xxs",""
"1771951476-56","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto na rasklapanje, borovina/bajcovano plava, 134x82 cm","Sto na rasklapanje, borovina/bajcovano plava, 134x82 cm","Sto na rasklapanje, borovina/bajcovano plava, 134x82 cm","23.999","Cena 23999RSD","","","","","","","","OMMJÄNGE","OMMJÄNGE","(7)","(7)","(7)","(7)","(7)","(7)","(7)","(7)","","","","","Sto na rasklapanje, borovina/bajcovano plava, 134x82 cm","Sto na rasklapanje, borovina/bajcovano plava, 134x82 cm","Sto na rasklapanje, borovina/bajcovano plava, 134x82 cm","Sto na rasklapanje, borovina/bajcovano plava, 134x82 cm","","","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/ommjaenge-sto-na-rasklapanje-borovina-bajcovano-plava__1419731_pe977100_s5.jpg?f=xxs",""
"1771951476-57","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto na rasklapanje, bela, 74/104x74 cm","Sto na rasklapanje, bela, 74/104x74 cm","Sto na rasklapanje, bela, 74/104x74 cm","19.999","Cena 19999RSD","","","","","","","","NORDVIKEN","NORDVIKEN","(181)","(181)","(181)","(181)","(181)","(181)","(181)","(181)","NORDVIKEN","Još opcijaNORDVIKEN","NORDVIKEN","Još opcijaNORDVIKEN","Sto na rasklapanje, bela, 74/104x74 cm","Sto na rasklapanje, bela, 74/104x74 cm","Sto na rasklapanje, bela, 74/104x74 cm","Sto na rasklapanje, bela, 74/104x74 cm","","","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xu","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xu","","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/nordviken-sto-na-rasklapanje-bela__0956860_pe804827_s5.jpg?f=xu"
"1771951476-58","https://www.ikea.com/rs/sr/cat/table-700675/?page=8","Sto, bagrem/crna, 160x81x74 cm","Sto, bagrem/crna, 160x81x74 cm","Sto, bagrem/crna, 160x81x74 cm","34.999","Cena 34999RSD","","","","","","","","SKOGSTA","SKOGSTA","(154)","(154)","(154)","(154)","(154)","(154)","(154)","(154)","","","","","Sto, bagrem/crna, 160x81x74 cm","Sto, bagrem/crna, 160x81x74 cm","Sto, bagrem/crna, 160x81x74 cm","Sto, bagrem/crna, 160x81x74 cm","","","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs","","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs","","","","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs","https://www.ikea.com/rs/sr/images/products/skogsta-sto-bagrem-crna__1499852_pe1006831_s5.jpg?f=xxs",""
